,AGE,ST004D01T,ST001D01T,ESCS,ICTRES,DURECEC,EXPECEDU,MISCED,IMMIG,PV1MATH,PV1READ,PV1SCIE,PV1MCCR,PV1MCQN,PV1MCSS,PV1MCUD,PV1MPEM,PV1MPFS,PV1MPRE,MATHMOT,MATHEASE,MATHPREF,MATHEFF,MATHEF21,MATHPERS,FAMCON,SDLEFF,COGACRCO,COGACMCO,CURIOAGR,ASSERAGR,COOPAGR,EMOCOAGR,EMPATAGR,PERSEVAGR,STRESAGR
490,15.58,Male,Grade 10,-3.0035,-1.4133,Attended ECEC for at least one but less than two years,No Response,Less than ISCED Level 1,Native student,356.363,380.477,427.661,255.676,303.008,330.756,352.881,356.783,392.569,358.545,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.0403,-0.5867,-1.6179,-1.777,0.1975,-0.1467,0.2108,0.5474,-0.0152,Not Applicable,0.3927,Not Applicable,0.5691,0.2669
491,15.58,Male,Grade 9,No Response,Not Applicable,No Response,ISCED Level 8,No Response,Native student,525.776,400.82,481.573,422.525,440.281,461.043,394.859,403.961,420.02,460.456,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.0051,0.6485,-0.6675,-0.6751,-0.403,-0.6122,-0.4333,-0.8522,-0.1632,Not Applicable,No Response,-1.0613,-0.5645,0.4905
492,16.33,Female,Grade 11,-1.6685,-1.3485,Attended ECEC for less than a year,No Response,ISCED level 2,Native student,337.962,305.039,323.008,351.944,337.823,411.155,358.951,299.781,324.792,308.071,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
493,15.42,Male,Grade 10,0.1576,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 6,Native student,466.42,353.044,477.271,508.479,480.15,508.802,460.946,505.711,543.544,506.089,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,0.6815,2.5642,Not Applicable,0.2356,0.667,0.9285,0.3685,Not Applicable,Not Applicable,0.3023,Not Applicable,Not Applicable,Not Applicable
494,15.83,Male,Grade 10,0.0843,Not Applicable,No Response,,ISCED level 8,No Response,327.91,237.67,268.138,208.323,233.484,234.709,188.145,234.521,272.38,329.724,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,-0.9517,No Response,No Response,No Response,Not Applicable,Not Applicable,No Response,No Response,Not Applicable,Not Applicable
495,15.5,Female,Grade 10,0.057,Not Applicable,No Response,ISCED Level 8,ISCED level 2,Native student,371.358,322.849,371.718,379.9,325.345,310.926,392.942,349.38,416.568,353.293,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.6254,-0.5144,1.367,-3.7337,No Response,1.212,1.1411,-0.3518,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
496,16.08,Male,Grade 10,-0.6988,-1.0293,Attended ECEC for at least one but less than two years,ISCED Level 3.4,ISCED level 3.4,Native student,591.987,586.003,611.987,586.386,491.333,541.042,524.968,518.262,502.163,510.67,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.4632,-0.1213,0.3909,0.6424,No Response,-0.171,-0.2237,Not Applicable,-0.682,Not Applicable,0.0849,-0.7141,Not Applicable,0.1776
497,16.33,Female,Grade 10,-0.3466,0.9831,Attended ECEC for at least three but less than four years,ISCED Level 3.4,ISCED level 4,Native student,623.339,538.366,610.052,540.515,578.635,443.502,562.351,521.371,626.123,568.522,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.5754,-0.348,0.0629,0.7994,0.5412,0.0846,-0.4469,0.909,-0.653,0.8367,0.6245,-0.0382,-0.353,-0.7362
498,15.67,Male,Grade 10,-0.8536,-0.1221,Attended ECEC for at least three but less than four years,ISCED Level 5,ISCED level 3.3,Native student,520.938,521.705,546.005,659.342,571.049,524.038,580.991,530.425,500.073,588.512,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.2253,-0.2398,0.197,-0.4268,0.0923,0.6335,0.3921,Not Applicable,-0.2632,Not Applicable,-1.0085,-0.6023,Not Applicable,No Response
499,16.0,Male,Grade 10,0.9965,1.3015,Attended ECEC for at least four but less than five years,ISCED Level 8,ISCED level 6,Native student,644.44,640.873,592.027,680.338,569.052,599.616,644.021,554.777,492.696,625.368,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.075,-0.6801,0.1782,-0.7953,0.7907,-0.247,-0.5824,0.2489,0.6321,Not Applicable,0.4447,0.1406,No Response,Not Applicable
500,16.0,Male,Grade 10,-1.9638,-1.509,Attended ECEC for at least two but less than three years,No Response,ISCED level 4,Native student,302.387,329.641,331.78,367.556,370.981,399.795,351.917,303.333,378.684,269.478,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.4649,Not Applicable,-0.9543,No Response,Not Applicable,-0.5199,Not Applicable
501,16.0,Female,Grade 10,0.5077,-0.717,Attended ECEC for at least three but less than four years,ISCED level 7 ,ISCED level 6,Native student,484.687,502.177,498.323,409.053,482.959,483.216,475.71,495.384,501.956,493.646,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.9577,-2.1953,0.1101,Not Applicable,-2.4022,-0.0953,0.1452,0.7205,Not Applicable,Not Applicable,-0.2269,Not Applicable,Not Applicable,Not Applicable
502,15.33,Female,Grade 9,-0.5272,Not Applicable,No Response,ISCED level 7 ,ISCED level 5,Native student,416.788,369.019,424.27,301.077,443.088,443.817,467.414,473.874,479.247,401.703,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,-0.1564,0.1974,Not Applicable,No Response,-0.0187,1.3022,-0.1568,Not Applicable,Not Applicable,0.0103,Not Applicable,Not Applicable,Not Applicable
503,15.33,Male,Grade 9,-1.3236,-1.5346,Attended ECEC for at least two but less than three years,ISCED Level 5,ISCED level 3.4,Native student,511.04,530.572,589.783,494.664,446.883,502.535,508.518,487.696,511.559,459.724,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.3854,-0.2596,1.0511,Not Applicable,No Response,-0.1348,0.3058,1.4885,-0.1727,2.0529,1.4976,0.2141,2.5986,-0.0629
504,15.58,Female,Grade 10,-0.4705,-1.4778,Attended ECEC for at least two but less than three years,No Response,ISCED level 4,Native student,404.912,446.896,418.711,366.048,337.937,363.442,352.43,331.211,322.003,341.786,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response,No Response,-0.5803,Not Applicable,Not Applicable,-0.4626,Not Applicable,Not Applicable,Not Applicable
505,16.17,Male,Grade 9,-0.5897,Not Applicable,Attended ECEC for at least four but less than five years,ISCED Level 6,ISCED level 3.4,Native student,441.194,415.997,420.66,394.728,436.064,455.773,407.126,476.025,368.367,407.321,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.202,1.3747,-0.0665,Not Applicable,-0.4711,-0.2109,0.6775,0.0119,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
506,15.92,Female,Grade 10,0.7177,0.3696,Attended ECEC for at least three but less than four years,ISCED Level 5,ISCED level 5,Native student,561.995,564.037,505.65,521.936,566.142,519.942,511.545,588.858,567.646,506.258,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,1.4857,0.4324,0.7658,1.0009,No Response,1.6791,1.2314,1.8084,1.1009,1.3954,-2.7993,3.809,2.2135,-0.5641
507,15.58,Female,Grade 9,0.7128,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 7,Native student,547.277,635.279,585.049,574.572,594.739,533.576,563.271,559.845,521.05,561.122,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,0.7121,0.0882,1.4448,0.1316,1.8567,0.7717,-0.1472,-0.1147,0.9398,-0.3622,-0.4899,0.4092,1.5631,-0.4703
508,16.0,Female,Grade 10,-0.1422,-0.8187,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 2,Native student,370.155,362.774,342.806,349.995,396.899,459.351,405.037,409.87,433.005,424.658,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.367,-0.2227,0.5357,Not Applicable,0.245,-0.1485,1.0224,1.227,Not Applicable,-0.0415,-0.8763,Not Applicable,-0.2703,Not Applicable
509,15.92,Female,Grade 10,0.2728,0.5137,Attended ECEC for at least one but less than two years,ISCED level 7 ,ISCED level 5,Native student,446.292,436.299,503.997,484.581,457.764,401.847,462.26,399.426,431.861,456.048,More motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,0.2813,1.7494,1.2266,3.7803,0.8102,0.8035,1.4204,2.4855,-0.4629,-1.0727,0.7712,1.1506,0.1477,-1.1492
510,16.08,Male,Grade 10,-0.1977,-3.1359,Attended ECEC for at least one but less than two years,No Response,ISCED level 6,Second-Generation student,338.059,281.751,286.174,242.877,291.771,266.229,225.391,326.247,314.977,373.543,No Response,No perception of mathematics as easier than other subjects,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response,No Response,-0.1555,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
511,15.42,Male,Invalid,-0.2092,Not Applicable,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 4,Native student,544.776,594.554,533.835,433.275,520.308,482.435,489.981,561.187,518.38,582.136,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.2049,0.6938,2.3169,1.3064,No Response,0.1715,0.228,0.4683,No Response,-0.1204,No Response,No Response,1.7676,No Response
512,15.33,Male,Grade 9,1.3845,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 5,Native student,693.231,636.22,706.385,587.06,612.323,707.856,622.271,614.301,612.539,595.342,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.3388,0.3868,-1.4943,No Response,No Response,-0.7329,-0.2717,0.3828,0.0272,-0.6578,0.306,-1.7788,-0.4525,0.5751
513,16.0,Female,Grade 9,-0.0591,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 6,ISCED level 6,Native student,522.421,566.841,545.112,523.033,491.831,403.526,390.105,517.133,505.226,582.536,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.251,-0.1604,-0.2438,Not Applicable,-0.075,-0.0956,-0.1789,-0.6724,0.5246,0.2398,1.2165,-0.2029,-0.0687,0.7062
514,16.08,Male,Grade 10,-0.9316,Not Applicable,Attended ECEC for at least five but less than six years,ISCED Level 8,ISCED level 3.4,Native student,331.746,262.438,322.843,272.729,291.201,346.786,255.107,217.003,205.971,234.873,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.5081,0.8944,-1.0418,0.0989,No Response,0.2895,-0.0098,No Response,No Response,No Response,No Response,No Response,No Response,No Response
515,15.92,Male,Grade 10,1.1067,Not Applicable,Attended ECEC for at least four but less than five years,ISCED level 7 ,ISCED level 6,Native student,644.191,618.898,622.498,578.279,666.633,555.711,648.988,654.705,669.849,590.718,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.1003,1.8402,0.4813,3.8778,0.1381,0.4219,0.2286,0.1425,-0.4708,0.4642,-0.3133,0.682,0.241,0.0415
516,15.83,Female,Grade 10,-0.3713,-1.8007,Attended ECEC for at least one but less than two years,No Response,ISCED level 6,Native student,369.072,406.298,354.312,336.928,348.172,388.046,327.974,325.543,307.94,279.586,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,Not Applicable,No Response,No Response
517,15.83,Female,Grade 10,-0.1294,0.1995,Attended ECEC for at least one but less than two years,ISCED Level 5,ISCED level 3.4,Native student,273.618,301.693,246.611,369.645,298.896,396.063,334.819,350.017,364.5,330.694,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.3764,-0.3745,-1.5779,Not Applicable,No Response,-1.1433,-1.8431,No Response,Not Applicable,Not Applicable,0.1251,1.523,Not Applicable,Not Applicable
518,16.25,Male,Grade 10,0.8814,Not Applicable,Attended ECEC for at least two but less than three years,ISCED Level 6,ISCED level 7,Native student,562.32,605.883,657.727,573.388,590.743,528.648,517.825,625.824,542.073,589.713,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.5461,-2.0522,0.4687,-0.0905,0.4633,0.8329,-0.2997,0.8251,0.1746,-0.1289,0.6004,-0.9939,-0.0778,0.2827
519,16.33,Male,Grade 9,0.0222,-0.359,Attended ECEC for at least two but less than three years,No Response,ISCED level 8,Native student,356.368,279.022,394.698,371.851,369.756,365.249,435.795,435.223,358.613,346.89,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.251,0.7398,-0.2387,-0.372,No Response,-0.5876,-0.5262,1.097,-0.4742,0.1613,-0.4587,1.047,0.4511,-0.2753
520,15.67,Male,Grade 9,-0.1001,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 3.4,ISCED level 4,Native student,409.748,460.459,433.83,463.159,456.798,601.481,454.153,357.693,377.804,463.913,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,2.3061,-0.2564,-2.8106,0.2772,-2.362,-0.7856,-0.4885,-0.6685,-0.2081,-0.8962,0.0469,-0.9656,-0.719,0.0661
521,16.17,Male,Invalid,-0.7775,1.5407,No Response,ISCED Level 3.3,ISCED level 2,First-Generation student,440.613,385.337,330.782,480.14,478.136,383.751,469.824,513.455,504.049,480.284,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.2128,0.3207,-0.2294,1.1322,-0.4608,-0.2851,-0.2101,No Response,No Response,No Response,No Response,No Response,No Response,No Response
522,16.08,Male,Grade 9,-1.7643,-1.3168,No Response,No Response,ISCED level 4,Native student,376.597,400.112,332.583,431.435,332.079,322.111,341.129,358.795,376.719,362.011,No Response,No Response,No Response,Not Applicable,No Response,No Response,Not Applicable,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response,Not Applicable,Not Applicable,Not Applicable
523,15.67,Male,Grade 10,0.5468,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 3.4,ISCED level 7,Native student,601.318,463.464,544.093,607.186,567.593,506.296,571.224,606.699,508.776,526.296,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,0.3835,0.8375,-0.5453,0.5214,No Response,-0.1163,-0.0724,-0.9452,-0.8339,-0.9169,-0.0295,-0.4896,-0.4253,0.5008
524,15.58,Female,Grade 9,0.8186,Not Applicable,Attended ECEC for at least four but less than five years,ISCED Level 6,ISCED level 4,Native student,457.154,438.973,483.138,428.695,507.483,500.8,380.901,526.378,475.201,543.495,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,2.1344,1.4747,0.6,-0.2564,No Response,-0.375,0.0312,0.7445,0.3902,-0.0845,-1.0094,4.1224,-1.2493,-0.9309
525,15.5,Female,Grade 9,1.0534,Not Applicable,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 6,Native student,585.411,541.628,552.909,521.254,594.977,566.452,583.032,565.472,585.754,555.558,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.4552,-0.5491,-1.2086,-1.0083,-1.4072,0.6474,0.1942,-0.3496,1.3327,-0.3773,-2.3229,0.3869,-2.5469,0.1206
526,15.67,Male,Grade 7,No Response,No Response,No Response,No Response,No Response,Native student,311.173,293.55,312.002,294.06,301.231,340.91,324.871,317.898,253.258,319.604,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.0332,-0.5667,-0.6568,0.0735,No Response,-0.848,0.3958,-1.0695,-0.0272,-0.8909,0.4386,Not Applicable,-0.1985,0.5003
527,15.42,Male,Grade 9,0.7534,0.8172,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 3.4,Second-Generation student,616.854,635.607,595.698,676.772,555.445,500.419,635.573,527.531,582.446,635.011,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.1876,-0.645,0.5719,Not Applicable,-0.0497,-0.8845,-0.7235,-1.1673,Not Applicable,Not Applicable,0.8791,-0.2763,Not Applicable,Not Applicable
528,16.08,Female,Grade 10,-1.2673,-0.8118,No Response,ISCED Level 5,ISCED level 1,Native student,388.394,433.915,386.185,393.959,338.202,389.721,399.569,343.907,426.458,431.385,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.0268,-0.1512,-1.594,Not Applicable,No Response,-0.8415,-1.1539,0.7221,Not Applicable,Not Applicable,-0.3143,1.3305,Not Applicable,Not Applicable
529,16.17,Female,Grade 10,0.4898,0.0565,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 7,First-Generation student,450.242,503.17,496.001,381.856,409.71,383.13,419.132,452.65,443.467,477.077,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.3814,-2.0974,0.094,Not Applicable,0.1841,-0.1919,0.2042,0.1789,Not Applicable,Not Applicable,-2.3793,-0.7165,Not Applicable,Not Applicable
530,16.08,Male,Grade 9,-2.5037,-1.2828,Attended ECEC for at least three but less than four years,No Response,Less than ISCED Level 1,Second-Generation student,333.154,274.191,322.729,303.347,303.565,429.095,243.738,264.726,324.535,323.591,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
531,15.92,Female,Grade 10,0.395,-0.2543,Attended ECEC for at least five but less than six years,ISCED Level 6,ISCED level 2,Native student,422.36,491.395,493.747,374.888,345.112,448.455,461.652,329.386,401.338,415.537,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.3785,-2.1218,-0.5934,-0.2706,No Response,-0.042,-0.0155,-0.7096,0.1291,-0.3342,-2.1438,Not Applicable,-0.3823,-1.0187
532,15.5,Male,Grade 10,-0.3719,-0.4979,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 6,First-Generation student,546.756,551.754,559.331,660.189,600.742,565.473,631.411,661.252,637.926,603.114,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,2.1839,2.7039,0.3175,3.7952,0.2618,0.772,1.3015,1.569,-0.1696,0.2937,0.3562,-0.1727,-0.0956,0.4234
533,15.67,Female,Grade 9,0.7248,Not Applicable,Attended ECEC for at least one but less than two years,ISCED Level 8,ISCED level 6,Native student,349.705,335.423,339.83,455.008,440.628,376.076,441.746,373.679,466.819,328.648,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,0.8384,1.3345,0.4449,Not Applicable,0.1906,-2.2736,0.474,-0.1626,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
534,15.75,Female,Grade 9,-0.2523,Not Applicable,No Response,ISCED Level 8,ISCED level 4,Native student,430.092,412.942,356.898,339.844,386.897,360.663,416.558,375.298,424.729,432.285,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.2596,0.5884,-0.4628,Not Applicable,No Response,-0.1094,-0.067,-0.5423,Not Applicable,Not Applicable,-0.0597,-0.0934,Not Applicable,Not Applicable
535,15.33,Female,Grade 10,-0.4136,-0.1448,Attended ECEC for at least two but less than three years,ISCED Level 8,ISCED level 5,Native student,408.952,432.954,386.033,400.387,443.968,408.317,411.883,377.946,416.63,462.295,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.8316,-1.1058,0.8985,-0.566,-0.9548,-0.1249,0.2828,0.1856,-0.3628,Not Applicable,-0.2642,Not Applicable,0.2001,Not Applicable
536,16.17,Male,Grade 10,-0.6225,Not Applicable,Attended ECEC for at least three but less than four years,ISCED level 7 ,ISCED level 3.4,Native student,581.296,540.894,542.186,533.553,524.186,583.096,548.662,586.672,623.429,621.874,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.2846,0.2072,-0.5932,0.3055,No Response,-0.6443,-1.0446,-0.6469,-0.3441,-0.9307,0.1667,-1.2619,-0.7257,0.0572
537,16.08,Female,Grade 9,-0.5206,Not Applicable,Attended ECEC for at least one but less than two years,No Response,ISCED level 3.4,First-Generation student,429.723,471.984,453.021,460.834,482.871,476.165,436.401,413.452,396.73,445.089,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.0937,-0.5495,-0.1557,-0.2117,1.8796,-0.7566,-2.0779,0.3046,-0.712,0.0849,-0.0118,0.061,-0.7684,0.0797
538,15.83,Female,Grade 11,-0.2127,Not Applicable,Attended ECEC for at least two but less than three years,ISCED Level 5,ISCED level 4,Native student,407.441,375.434,353.215,279.103,384.646,314.306,287.052,371.351,407.087,279.71,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.4121,-2.0383,-1.2364,Not Applicable,-0.9304,-0.8672,-0.4763,0.657,Not Applicable,Not Applicable,-1.1708,-0.4527,Not Applicable,Not Applicable
539,16.17,Female,Grade 11,-0.7345,Not Applicable,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 5,Native student,417.277,347.69,466.625,361.125,380.902,319.795,456.371,417.635,353.794,386.448,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,No Response,No Response,-0.8098,Not Applicable,No Response,No Response,No Response,-0.4203,Not Applicable,Not Applicable,No Response,-0.1216,Not Applicable,Not Applicable
540,15.83,Male,Grade 9,1.2638,Not Applicable,Attended ECEC for at least one but less than two years,No Response,ISCED level 7,Native student,534.863,434.692,495.245,410.27,472.493,348.47,416.46,481.747,544.977,396.03,No Response,No Response,No Response,2.0602,No Response,No Response,Not Applicable,No Response,-0.1229,No Response,0.1748,0.6216,-1.2374,-0.8063,-0.3834,-0.128,0.1763
541,16.08,Female,Grade 10,0.3765,0.8818,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 4,Native student,379.101,470.491,381.827,418.512,366.749,271.786,418.467,355.062,322.418,394.617,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.884,-0.5549,0.3112,0.3636,No Response,0.6557,0.2085,0.2815,Not Applicable,0.9516,-0.1276,Not Applicable,-0.7074,Not Applicable
542,16.0,Male,Invalid,0.94,Not Applicable,Attended ECEC for at least three but less than four years,No Response,ISCED level 6,Native student,474.877,518.08,575.804,474.95,497.463,487.247,542.442,493.946,498.902,546.789,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.1416,No Response,No Response,No Response,No Response,No Response,No Response,0.3111,No Response,-0.35,No Response,No Response,-1.1215,No Response
543,15.42,Female,Grade 9,0.6685,Not Applicable,Attended ECEC for at least one but less than two years,ISCED Level 8,ISCED level 5,Native student,475.292,496.012,481.981,433.562,443.095,437.081,406.504,433.696,467.677,317.472,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.9607,0.9505,1.2205,0.856,0.7128,-0.6292,-0.4898,-0.4839,-0.6974,Not Applicable,0.5806,1.6855,-0.1308,-0.1853
544,15.42,Male,Grade 9,-1.1367,0.1276,Attended ECEC for at least four but less than five years,ISCED Level 5,ISCED level 2,Second-Generation student,465.925,459.627,428.492,437.767,504.133,576.165,471.135,487.168,475.349,466.314,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,0.7608,0.2652,-0.7572,-0.1885,-0.4361,0.5279,-0.1749,-0.9832,0.0657,0.1625,-0.5039,-0.6466,0.1761,0.9703
545,15.25,Female,Grade 10,0.7933,-0.28,No Response,ISCED Level 8,ISCED level 8,First-Generation student,466.365,465.893,485.694,482.974,415.803,399.77,440.276,510.419,529.071,552.765,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.2998,0.1759,1.522,Not Applicable,1.8998,0.5935,0.1139,0.0117,Not Applicable,Not Applicable,Not Applicable,-0.7501,Not Applicable,Not Applicable
546,16.08,Female,Grade 9,-0.2481,Not Applicable,No Response,ISCED Level 8,ISCED level 8,Native student,389.352,436.899,411.141,302.33,316.428,357.941,384.061,409.334,493.804,380.844,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,0.9039,0.0798,Not Applicable,0.7188,1.6069,0.9272,1.4273,Not Applicable,Not Applicable,-1.4133,Not Applicable,Not Applicable,Not Applicable
547,16.0,Male,Grade 9,-1.0307,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 2,Second-Generation student,478.993,466.031,411.066,500.668,503.038,509.906,517.581,487.452,541.72,490.487,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.5374,-0.0963,0.2342,Not Applicable,-0.0296,0.4694,0.4852,-0.1714,-0.2636,-0.5964,-0.5857,0.1654,-0.2174,-0.3934
548,16.0,Female,Grade 11,1.0326,1.6467,Attended ECEC for at least one but less than two years,ISCED Level 8,ISCED level 7,Native student,402.448,468.959,436.364,409.28,427.207,464.561,456.404,439.981,442.354,414.504,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,2.0602,2.4593,1.1481,Not Applicable,2.0004,-0.0178,2.5731,0.3727,Not Applicable,Not Applicable,1.1041,3.2852,Not Applicable,Not Applicable
549,15.58,Male,Grade 10,0.7819,-0.8205,Attended ECEC for at least three but less than four years,ISCED Level 6,ISCED level 6,Native student,445.45,459.223,387.263,483.448,467.76,419.768,437.331,450.053,482.601,474.397,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.191,0.2639,-0.008,-0.3518,0.4421,0.7127,0.4421,-0.0516,-0.4204,0.141,0.44,-0.5837,1.9057,0.6162
550,15.92,Male,Grade 10,-1.4123,Not Applicable,No Response,ISCED level 7 ,ISCED level 5,Native student,390.348,324.234,274.958,302.291,372.989,345.521,316.208,336.428,319.076,466.334,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,2.1802,2.4517,2.5642,Not Applicable,No Response,-0.1476,2.2738,0.3426,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
